operation,kind,inputs,outputs,input_dimensions_um,output_dimensions_um,settings_json
maple-26-separate,cut,maple-26,maple-26-window;maple-26-reserve,"[108000, 419000, 33000]","{""maple-26-reserve"": [108000, 196000, 33000], ""maple-26-window"": [108000, 220000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
maple-26-end-min,cut,maple-26-window,maple-26-end1;maple-26-end-min-off,"[108000, 220000, 33000]","{""maple-26-end-min-off"": [108000, 8000, 33000], ""maple-26-end1"": [108000, 209000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
maple-26-end-max,cut,maple-26-end1,maple-26-blank;maple-26-end-max-off,"[108000, 209000, 33000]","{""maple-26-blank"": [108000, 195000, 33000], ""maple-26-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
maple-26-zmin,surface,maple-26-blank,maple-26-z1;maple-26-zmin-loss,"[108000, 195000, 33000]","{""maple-26-z1"": [108000, 195000, 30000], ""maple-26-zmin-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-26-zmax,surface,maple-26-z1,maple-26-z2;maple-26-zmax-loss,"[108000, 195000, 30000]","{""maple-26-z2"": [108000, 195000, 27000], ""maple-26-zmax-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-26-xmin,surface,maple-26-z2,maple-26-x1;maple-26-xmin-loss,"[108000, 195000, 27000]","{""maple-26-x1"": [107000, 195000, 27000], ""maple-26-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-26-xmax,surface,maple-26-x1,maple-26-x2;maple-26-xmax-loss,"[107000, 195000, 27000]","{""maple-26-x2"": [106000, 195000, 27000], ""maple-26-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-26-rip,cut,maple-26-x2,maple-26-pre;maple-26-rip-off,"[106000, 195000, 27000]","{""maple-26-pre"": [26000, 195000, 27000], ""maple-26-rip-off"": [77000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-26-joint,surface,maple-26-pre,panel-3-strip-6;maple-26-joint-loss,"[26000, 195000, 27000]","{""maple-26-joint-loss"": [1000, 195000, 27000], ""panel-3-strip-6"": [25000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-27-separate,cut,maple-27,maple-27-window;maple-27-reserve,"[108000, 419000, 33000]","{""maple-27-reserve"": [108000, 196000, 33000], ""maple-27-window"": [108000, 220000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
maple-27-end-min,cut,maple-27-window,maple-27-end1;maple-27-end-min-off,"[108000, 220000, 33000]","{""maple-27-end-min-off"": [108000, 8000, 33000], ""maple-27-end1"": [108000, 209000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
maple-27-end-max,cut,maple-27-end1,maple-27-blank;maple-27-end-max-off,"[108000, 209000, 33000]","{""maple-27-blank"": [108000, 195000, 33000], ""maple-27-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
maple-27-zmin,surface,maple-27-blank,maple-27-z1;maple-27-zmin-loss,"[108000, 195000, 33000]","{""maple-27-z1"": [108000, 195000, 30000], ""maple-27-zmin-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-27-zmax,surface,maple-27-z1,maple-27-z2;maple-27-zmax-loss,"[108000, 195000, 30000]","{""maple-27-z2"": [108000, 195000, 27000], ""maple-27-zmax-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-27-xmin,surface,maple-27-z2,maple-27-x1;maple-27-xmin-loss,"[108000, 195000, 27000]","{""maple-27-x1"": [107000, 195000, 27000], ""maple-27-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-27-xmax,surface,maple-27-x1,maple-27-x2;maple-27-xmax-loss,"[107000, 195000, 27000]","{""maple-27-x2"": [106000, 195000, 27000], ""maple-27-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-27-rip,cut,maple-27-x2,maple-27-pre;maple-27-rip-off,"[106000, 195000, 27000]","{""maple-27-pre"": [26000, 195000, 27000], ""maple-27-rip-off"": [77000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-27-joint,surface,maple-27-pre,panel-3-strip-7;maple-27-joint-loss,"[26000, 195000, 27000]","{""maple-27-joint-loss"": [1000, 195000, 27000], ""panel-3-strip-7"": [25000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-6-separate,cut,walnut-6,walnut-6-window;walnut-6-reserve,"[83000, 419000, 37000]","{""walnut-6-reserve"": [83000, 196000, 37000], ""walnut-6-window"": [83000, 220000, 37000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
walnut-6-end-min,cut,walnut-6-window,walnut-6-end1;walnut-6-end-min-off,"[83000, 220000, 37000]","{""walnut-6-end-min-off"": [83000, 8000, 37000], ""walnut-6-end1"": [83000, 209000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
walnut-6-end-max,cut,walnut-6-end1,walnut-6-blank;walnut-6-end-max-off,"[83000, 209000, 37000]","{""walnut-6-blank"": [83000, 195000, 37000], ""walnut-6-end-max-off"": [83000, 11000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
walnut-6-zmin,surface,walnut-6-blank,walnut-6-z1;walnut-6-zmin-loss,"[83000, 195000, 37000]","{""walnut-6-z1"": [83000, 195000, 32000], ""walnut-6-zmin-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
walnut-6-zmax,surface,walnut-6-z1,walnut-6-z2;walnut-6-zmax-loss,"[83000, 195000, 32000]","{""walnut-6-z2"": [83000, 195000, 27000], ""walnut-6-zmax-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
walnut-6-xmin,surface,walnut-6-z2,walnut-6-x1;walnut-6-xmin-loss,"[83000, 195000, 27000]","{""walnut-6-x1"": [82000, 195000, 27000], ""walnut-6-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
walnut-6-xmax,surface,walnut-6-x1,walnut-6-x2;walnut-6-xmax-loss,"[82000, 195000, 27000]","{""walnut-6-x2"": [81000, 195000, 27000], ""walnut-6-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-6-rip,cut,walnut-6-x2,walnut-6-pre;walnut-6-rip-off,"[81000, 195000, 27000]","{""walnut-6-pre"": [26000, 195000, 27000], ""walnut-6-rip-off"": [52000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
walnut-6-joint,surface,walnut-6-pre,panel-3-strip-8;walnut-6-joint-loss,"[26000, 195000, 27000]","{""panel-3-strip-8"": [25000, 195000, 27000], ""walnut-6-joint-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-28-separate,cut,maple-28,maple-28-window;maple-28-reserve,"[108000, 419000, 33000]","{""maple-28-reserve"": [108000, 196000, 33000], ""maple-28-window"": [108000, 220000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
maple-28-end-min,cut,maple-28-window,maple-28-end1;maple-28-end-min-off,"[108000, 220000, 33000]","{""maple-28-end-min-off"": [108000, 8000, 33000], ""maple-28-end1"": [108000, 209000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
maple-28-end-max,cut,maple-28-end1,maple-28-blank;maple-28-end-max-off,"[108000, 209000, 33000]","{""maple-28-blank"": [108000, 195000, 33000], ""maple-28-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
maple-28-zmin,surface,maple-28-blank,maple-28-z1;maple-28-zmin-loss,"[108000, 195000, 33000]","{""maple-28-z1"": [108000, 195000, 30000], ""maple-28-zmin-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-28-zmax,surface,maple-28-z1,maple-28-z2;maple-28-zmax-loss,"[108000, 195000, 30000]","{""maple-28-z2"": [108000, 195000, 27000], ""maple-28-zmax-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-28-xmin,surface,maple-28-z2,maple-28-x1;maple-28-xmin-loss,"[108000, 195000, 27000]","{""maple-28-x1"": [107000, 195000, 27000], ""maple-28-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-28-xmax,surface,maple-28-x1,maple-28-x2;maple-28-xmax-loss,"[107000, 195000, 27000]","{""maple-28-x2"": [106000, 195000, 27000], ""maple-28-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-28-rip,cut,maple-28-x2,maple-28-pre;maple-28-rip-off,"[106000, 195000, 27000]","{""maple-28-pre"": [26000, 195000, 27000], ""maple-28-rip-off"": [77000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-28-joint,surface,maple-28-pre,panel-3-strip-9;maple-28-joint-loss,"[26000, 195000, 27000]","{""maple-28-joint-loss"": [1000, 195000, 27000], ""panel-3-strip-9"": [25000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-29-separate,cut,maple-29,maple-29-window;maple-29-reserve,"[108000, 419000, 33000]","{""maple-29-reserve"": [108000, 196000, 33000], ""maple-29-window"": [108000, 220000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
maple-29-end-min,cut,maple-29-window,maple-29-end1;maple-29-end-min-off,"[108000, 220000, 33000]","{""maple-29-end-min-off"": [108000, 8000, 33000], ""maple-29-end1"": [108000, 209000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
maple-29-end-max,cut,maple-29-end1,maple-29-blank;maple-29-end-max-off,"[108000, 209000, 33000]","{""maple-29-blank"": [108000, 195000, 33000], ""maple-29-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
maple-29-zmin,surface,maple-29-blank,maple-29-z1;maple-29-zmin-loss,"[108000, 195000, 33000]","{""maple-29-z1"": [108000, 195000, 30000], ""maple-29-zmin-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-29-zmax,surface,maple-29-z1,maple-29-z2;maple-29-zmax-loss,"[108000, 195000, 30000]","{""maple-29-z2"": [108000, 195000, 27000], ""maple-29-zmax-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-29-xmin,surface,maple-29-z2,maple-29-x1;maple-29-xmin-loss,"[108000, 195000, 27000]","{""maple-29-x1"": [107000, 195000, 27000], ""maple-29-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-29-xmax,surface,maple-29-x1,maple-29-x2;maple-29-xmax-loss,"[107000, 195000, 27000]","{""maple-29-x2"": [106000, 195000, 27000], ""maple-29-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-29-rip,cut,maple-29-x2,maple-29-pre;maple-29-rip-off,"[106000, 195000, 27000]","{""maple-29-pre"": [26000, 195000, 27000], ""maple-29-rip-off"": [77000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-29-joint,surface,maple-29-pre,panel-3-strip-10;maple-29-joint-loss,"[26000, 195000, 27000]","{""maple-29-joint-loss"": [1000, 195000, 27000], ""panel-3-strip-10"": [25000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-30-separate,cut,maple-30,maple-30-window;maple-30-reserve,"[108000, 419000, 33000]","{""maple-30-reserve"": [108000, 196000, 33000], ""maple-30-window"": [108000, 220000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
maple-30-end-min,cut,maple-30-window,maple-30-end1;maple-30-end-min-off,"[108000, 220000, 33000]","{""maple-30-end-min-off"": [108000, 8000, 33000], ""maple-30-end1"": [108000, 209000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
maple-30-end-max,cut,maple-30-end1,maple-30-blank;maple-30-end-max-off,"[108000, 209000, 33000]","{""maple-30-blank"": [108000, 195000, 33000], ""maple-30-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
maple-30-zmin,surface,maple-30-blank,maple-30-z1;maple-30-zmin-loss,"[108000, 195000, 33000]","{""maple-30-z1"": [108000, 195000, 30000], ""maple-30-zmin-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-30-zmax,surface,maple-30-z1,maple-30-z2;maple-30-zmax-loss,"[108000, 195000, 30000]","{""maple-30-z2"": [108000, 195000, 27000], ""maple-30-zmax-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-30-xmin,surface,maple-30-z2,maple-30-x1;maple-30-xmin-loss,"[108000, 195000, 27000]","{""maple-30-x1"": [107000, 195000, 27000], ""maple-30-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-30-xmax,surface,maple-30-x1,maple-30-x2;maple-30-xmax-loss,"[107000, 195000, 27000]","{""maple-30-x2"": [106000, 195000, 27000], ""maple-30-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-30-rip,cut,maple-30-x2,maple-30-pre;maple-30-rip-off,"[106000, 195000, 27000]","{""maple-30-pre"": [26000, 195000, 27000], ""maple-30-rip-off"": [77000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-30-joint,surface,maple-30-pre,panel-3-strip-11;maple-30-joint-loss,"[26000, 195000, 27000]","{""maple-30-joint-loss"": [1000, 195000, 27000], ""panel-3-strip-11"": [25000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
panel-3-glue,glue,panel-3-strip-0;panel-3-strip-1;panel-3-strip-2;panel-3-strip-3;panel-3-strip-4;panel-3-strip-5;panel-3-strip-6;panel-3-strip-7;panel-3-strip-8;panel-3-strip-9;panel-3-strip-10;panel-3-strip-11,panel-3-raw,"{""panel-3-strip-0"": [25000, 195000, 27000], ""panel-3-strip-1"": [25000, 195000, 27000], ""panel-3-strip-10"": [25000, 195000, 27000], ""panel-3-strip-11"": [25000, 195000, 27000], ""panel-3-strip-2"": [25000, 195000, 27000], ""panel-3-strip-3"": [25000, 195000, 27000], ""panel-3-strip-4"": [25000, 195000, 27000], ""panel-3-strip-5"": [25000, 195000, 27000], ""panel-3-strip-6"": [25000, 195000, 27000], ""panel-3-strip-7"": [25000, 195000, 27000], ""panel-3-strip-8"": [25000, 195000, 27000], ""panel-3-strip-9"": [25000, 195000, 27000]}","{""panel-3-raw"": [300000, 195000, 27000]}","{""axis"": 0, ""joint_count"": 11, ""negligible_glue_line"": true, ""prepared_faces"": true, ""stage"": ""first""}"
panel-3-zmin,surface,panel-3-raw,panel-3-z1;panel-3-zmin-loss,"[300000, 195000, 27000]","{""panel-3-z1"": [300000, 195000, 26000], ""panel-3-zmin-loss"": [300000, 195000, 1000]}","{""amount_um"": 1000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
panel-3-zmax,surface,panel-3-z1,panel-3-flat;panel-3-zmax-loss,"[300000, 195000, 26000]","{""panel-3-flat"": [300000, 195000, 25000], ""panel-3-zmax-loss"": [300000, 195000, 1000]}","{""amount_um"": 1000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
panel-3-slice-0,cut,panel-3-flat,slice-2;panel-3-remainder-0,"[300000, 195000, 25000]","{""panel-3-remainder-0"": [300000, 160000, 25000], ""slice-2"": [300000, 32000, 25000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 22500000000000, ""retained_side"": ""min"", ""retained_um"": 32000, ""tool"": ""saw""}"
row-2-rotate,rotate,slice-2,row-2,"[300000, 32000, 25000]","{""row-2"": [300000, 25000, 32000]}","{""perm"": [0, 2, 1], ""sign"": [1, -1, 1]}"
maple-31-separate,cut,maple-31,maple-31-window;maple-31-reserve,"[108000, 419000, 33000]","{""maple-31-reserve"": [108000, 196000, 33000], ""maple-31-window"": [108000, 220000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
maple-31-end-min,cut,maple-31-window,maple-31-end1;maple-31-end-min-off,"[108000, 220000, 33000]","{""maple-31-end-min-off"": [108000, 8000, 33000], ""maple-31-end1"": [108000, 209000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
maple-31-end-max,cut,maple-31-end1,maple-31-blank;maple-31-end-max-off,"[108000, 209000, 33000]","{""maple-31-blank"": [108000, 195000, 33000], ""maple-31-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
maple-31-zmin,surface,maple-31-blank,maple-31-z1;maple-31-zmin-loss,"[108000, 195000, 33000]","{""maple-31-z1"": [108000, 195000, 30000], ""maple-31-zmin-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-31-zmax,surface,maple-31-z1,maple-31-z2;maple-31-zmax-loss,"[108000, 195000, 30000]","{""maple-31-z2"": [108000, 195000, 27000], ""maple-31-zmax-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-31-xmin,surface,maple-31-z2,maple-31-x1;maple-31-xmin-loss,"[108000, 195000, 27000]","{""maple-31-x1"": [107000, 195000, 27000], ""maple-31-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-31-xmax,surface,maple-31-x1,maple-31-x2;maple-31-xmax-loss,"[107000, 195000, 27000]","{""maple-31-x2"": [106000, 195000, 27000], ""maple-31-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-31-rip,cut,maple-31-x2,maple-31-pre;maple-31-rip-off,"[106000, 195000, 27000]","{""maple-31-pre"": [26000, 195000, 27000], ""maple-31-rip-off"": [77000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-31-joint,surface,maple-31-pre,panel-4-strip-0;maple-31-joint-loss,"[26000, 195000, 27000]","{""maple-31-joint-loss"": [1000, 195000, 27000], ""panel-4-strip-0"": [25000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-32-separate,cut,maple-32,maple-32-window;maple-32-reserve,"[108000, 419000, 33000]","{""maple-32-reserve"": [108000, 196000, 33000], ""maple-32-window"": [108000, 220000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
maple-32-end-min,cut,maple-32-window,maple-32-end1;maple-32-end-min-off,"[108000, 220000, 33000]","{""maple-32-end-min-off"": [108000, 8000, 33000], ""maple-32-end1"": [108000, 209000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
maple-32-end-max,cut,maple-32-end1,maple-32-blank;maple-32-end-max-off,"[108000, 209000, 33000]","{""maple-32-blank"": [108000, 195000, 33000], ""maple-32-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
maple-32-zmin,surface,maple-32-blank,maple-32-z1;maple-32-zmin-loss,"[108000, 195000, 33000]","{""maple-32-z1"": [108000, 195000, 30000], ""maple-32-zmin-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-32-zmax,surface,maple-32-z1,maple-32-z2;maple-32-zmax-loss,"[108000, 195000, 30000]","{""maple-32-z2"": [108000, 195000, 27000], ""maple-32-zmax-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-32-xmin,surface,maple-32-z2,maple-32-x1;maple-32-xmin-loss,"[108000, 195000, 27000]","{""maple-32-x1"": [107000, 195000, 27000], ""maple-32-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-32-xmax,surface,maple-32-x1,maple-32-x2;maple-32-xmax-loss,"[107000, 195000, 27000]","{""maple-32-x2"": [106000, 195000, 27000], ""maple-32-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-32-rip,cut,maple-32-x2,maple-32-pre;maple-32-rip-off,"[106000, 195000, 27000]","{""maple-32-pre"": [26000, 195000, 27000], ""maple-32-rip-off"": [77000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-32-joint,surface,maple-32-pre,panel-4-strip-1;maple-32-joint-loss,"[26000, 195000, 27000]","{""maple-32-joint-loss"": [1000, 195000, 27000], ""panel-4-strip-1"": [25000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
